,player,team,pos,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,punt,punt_yds,punt_yds_per_punt
32,Josh Brown,NYG,,1,1,3,3,3,3,4,4,1,,12,11,91.7%,9,9,100.0%,24,1452,15,62.5%,60.5,,,
33,Robbie Gould,NYG,,,,3,3,3,3,4,4,,,10,10,100.0%,23,20,87.0%,43,2671,19,44.2%,62.1,,,
34,Randy Bullock,3TM,,,,4,4,2,2,3,2,,,9,8,88.9%,10,9,90.0%,23,1450,14,60.9%,63.0,,,
35,Patrick Murray,CLE,,,,,,1,1,,,1,,2,1,50.0%,4,3,75.0%,7,463,4,57.1%,66.1,,,
36,Bradley Pinion,SFO,,,,,,,,,,,,,,,,,,31,1955,20,64.5%,63.1,100,4402,44.0
37,Johnny Hekker,LAR,,,,,,,,,,,,,,,,,,,,,,,98,4680,47.8
38,Brad Wing,NYG,,,,,,,,,,,,,,,,,,1,67,,,67.0,93,4297,46.2
39,Matt Darr,MIA,,,,,,,,,,,,,,,,,,,,,,,90,3991,44.3
40,Riley Dixon,DEN,,,,,,,,,,,,,,,,,,2,100,,,50.0,89,4068,45.7
41,Britton Colquitt,CLE,,,,,,,,,,,,,,,,,,2,125,,,62.5,83,3761,45.3
42,Marquette King,OAK,,,,,,,,,,,,,,,,,,,,,,,81,3937,48.6
43,Sam Koch,BAL,,,,,,,,,,,,,,,,,,1,65,,,65.0,80,3665,45.8
44,Kevin Huber,CIN,,,,,,,,,,,,,,,,,,1,64,,,64.0,78,3613,46.3
45,Brett Kern,TEN,,,,,,,,,,,,,,,,,,1,59,,,59.0,77,3402,44.2
46,Brad Nortman,JAX,,,,,,,,,,,,,,,,,,1,54,,,54.0,77,3589,46.6
47,Dustin Colquitt,KAN,,,,,,,,,,,,,,,,,,,,,,,76,3427,45.1
48,Lac Edwards,NYJ,,,,,,,,,,,,,,,,,,,,,,,75,3236,43.1
49,Colton Schmidt,BUF,,,,,,,,,,,,,,,,,,1,45,,,45.0,75,3183,42.4
50,Jeff Locke,MIN,,,,,,,,,,,,,,,,,,,,,,,74,3155,42.6
51,Ryan Allen,NWE,,,,,,,,,,,,,,,,,,,,,,,72,3217,44.7
52,Shane Lechler,HOU,,,,,,,,,,,,,,,,,,,,,,,72,3423,47.5
53,Jon Ryan,SEA,,,,,,,,,,,,,,,,,,1,65,,,65.0,71,3126,44.0
54,Bryan Anger,TAM,,,,,,,,,,,,,,,,,,2,97,,,48.5,70,3215,45.9
55,Jordan Berry,PIT,,,,,,,,,,,,,,,,,,,,,,,68,3100,45.6
56,Pat O'Donnell,CHI,,,,,,,,,,,,,,,,,,1,51,,,51.0,68,2994,44.0
57,Donnie Jones,PHI,,,,,,,,,,,,,,,,,,,,,,,63,2888,45.8
58,Sam Martin,DET,,,,,,,,,,,,,,,,,,78,4819,52,66.7%,61.8,62,3010,48.5
59,Drew Kaser,SDG,,,,,,,,,,,,,,,,,,1,60,,,60.0,59,2731,46.3
60,Chris Jones,DAL,,,,,,,,,,,,,,,,,,,,,,,58,2661,45.9
61,Thomas Morstead,NOR,,,,,,,,,,,,,,,,,,,,,,,57,2751,48.3
62,Jake Schum,GNB,,,,,,,,,,,,,,,,,,,,,,,56,2420,43.2
63,Pat McAfee,IND,,,,,,,,,,,,,,,,,,89,5697,49,55.1%,64.0,55,2711,49.3
64,Tress Way,WAS,,,,,,,,,,,,,,,,,,,,,,,49,2209,45.1
65,Matthew Bosher,ATL,,,,,,,,,,,,,,,,,,105,6781,65,61.9%,64.6,44,2060,46.8
66,Andy Lee,CAR,,,,,,,,,,,,,,,,,,1,71,,,71.0,36,1769,49.1
67,Michael Palardy,CAR,,,,,,,,,,,,,,,,,,,,,,,36,1531,42.5
68,Ryan Quigley,ARI,,,,,,,,,,,,,,,,,,,,,,,34,1416,41.6
69,Drew Butler,ARI,,,,,,,,,,,,,,,,,,,,,,,32,1350,42.2
70,Matt Wile,2TM,,,,,,,,,,,,,,,,,,7,455,7,100.0%,65.0,12,553,46.1
