,player,team,pos,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,punt,punt_yds,punt_yds_per_punt
23,Daniel Carlson,2TM,,,,2,2,4,3,12,9,3,3,21,17,81.0%,24,24,100.0%,54,3334,29,53.7%,61.7,,,
24,Josh Lambo,JAX,,,,4,4,8,8,4,3,5,4,21,19,90.5%,20,19,95.0%,54,3283,36,66.7%,60.8,,,
25,Chris Boswell,PIT,,,,3,3,6,4,10,5,1,1,20,13,65.0%,48,43,89.6%,81,5097,50,61.7%,62.9,,,
26,Chandler Catanzaro,2TM,,,,4,4,10,9,3,,3,3,20,16,80.0%,35,30,85.7%,65,4118,52,80.0%,63.4,,,
27,Greg Joseph,CLE,,,,4,4,7,7,7,5,2,1,20,17,85.0%,29,25,86.2%,69,4340,47,68.1%,62.9,,,
28,Jason Sanders,MIA,,,,7,7,3,3,9,7,1,1,20,18,90.0%,36,35,97.2%,70,4395,55,78.6%,62.8,,,
29,Cairo Santos,2TM,,1,1,4,4,6,6,6,3,1,,18,14,77.8%,23,22,95.7%,49,2977,19,38.8%,60.8,,,
30,Michael Badgley,LAC,,,,4,4,5,5,5,5,2,1,16,15,93.8%,28,27,96.4%,,,,,,,,
31,Graham Gano,CAR,,,,3,3,5,4,4,4,4,3,16,14,87.5%,33,30,90.9%,62,3940,47,75.8%,63.5,,,
32,Zane Gonzalez,2TM,,,,1,1,4,4,4,2,5,2,14,9,64.3%,11,8,72.7%,28,1802,17,60.7%,64.4,,,
33,Caleb Sturgis,LAC,,,,4,4,2,2,6,3,1,,13,9,69.2%,15,9,60.0%,,,,,,1,24,24.0
34,Matthew McCrane,3TM,,,,3,3,2,2,5,3,2,,12,8,66.7%,9,9,100.0%,21,1250,5,23.8%,59.5,,,
35,Phil Dawson,ARI,,,,2,2,2,2,3,1,1,,8,5,62.5%,15,15,100.0%,32,1982,14,43.8%,61.9,,,
36,Mike Nugent,OAK,,,,3,3,,,2,2,1,1,6,6,100.0%,5,4,80.0%,14,858,6,42.9%,61.3,,,
37,Kai Forbath,JAX,,,,2,2,1,1,1,1,1,,5,4,80.0%,3,3,100.0%,,,,,,,,
38,Giorgio Tavecchio,ATL,,,,1,1,,,2,2,2,2,5,5,100.0%,8,8,100.0%,,,,,,,,
39,Sam Ficken,LAR,,,,1,,1,1,1,,,,3,1,33.3%,10,10,100.0%,13,804,11,84.6%,61.8,,,
40,Johnny Hekker,LAR,,,,1,1,,,,,,,1,1,100.0%,1,1,100.0%,6,381,2,33.3%,63.5,43,1992,46.3
41,Andy Lee,ARI,,,,,,,,,,,,,,,,,,1,68,,,68.0,94,4568,48.6
42,Matt Haack,MIA,,,,,,,,,,,,,,,,,,,,,,,87,3884,44.6
43,Logan Cooke,JAX,,,,,,,,,,,,,,,,,,10,625,5,50.0%,62.5,86,3872,45.0
44,Britton Colquitt,CLE,,,,,,,,,,,,,,,,,,1,56,,,56.0,83,3767,45.4
45,Lac Edwards,NYJ,,,,,,,,,,,,,,,,,,1,56,,,56.0,82,3763,45.9
46,Tress Way,WAS,,,,,,,,,,,,,,,,,,,,,,,79,3581,45.3
47,Michael Dickson,SEA,,,,,,,,,,,,,,,,,,9,407,,,45.2,78,3759,48.2
48,Trevor Daniel,HOU,,,,,,,,,,,,,,,,,,,,,,,74,3237,43.7
49,Brett Kern,TEN,,,,,,,,,,,,,,,,,,1,43,,,43.0,74,3483,47.1
50,Sam Martin,DET,,,,,,,,,,,,,,,,,,73,4459,34,46.6%,61.1,74,3310,44.7
51,Matt Wile,MIN,,,,,,,,,,,,,,,,,,,,,,,72,3255,45.2
52,Riley Dixon,NYG,,,,,,,,,,,,,,,,,,,,,,,71,3226,45.4
53,Kevin Huber,CIN,,,,,,,,,,,,,,,,,,,,,,,71,3119,43.9
54,JK Scott,GNB,,,,,,,,,,,,,,,,,,1,61,,,61.0,71,3176,44.7
55,Johnny Townsend,OAK,,,,,,,,,,,,,,,,,,,,,,,70,3022,43.2
56,Bradley Pinion,SFO,,,,,,,,,,,,,,,,,,77,4963,52,67.5%,64.5,68,2973,43.7
57,Colby Wadman,DEN,,,,,,,,,,,,,,,,,,,,,,,65,2905,44.7
58,Ryan Allen,NWE,,,,,,,,,,,,,,,,,,,,,,,64,2885,45.1
59,Jordan Berry,PIT,,,,,,,,,,,,,,,,,,,,,,,63,2753,43.7
60,Pat O'Donnell,CHI,,,,,,,,,,,,,,,,,,,,,,,62,2791,45.0
61,Cameron Johnston,PHI,,,,,,,,,,,,,,,,,,,,,,,61,2937,48.1
62,Michael Palardy,CAR,,,,,,,,,,,,,,,,,,,,,,,61,2759,45.2
63,Matthew Bosher,ATL,,,,,,,,,,,,,,,,,,89,5578,51,57.3%,62.7,60,2729,45.5
64,Chris Jones,DAL,,,,,,,,,,,,,,,,,,,,,,,60,2670,44.5
65,Sam Koch,BAL,,,,,,,,,,,,,,,,,,,,,,,60,2842,47.4
66,Bryan Anger,TAM,,,,,,,,,,,,,,,,,,1,73,,,73.0,57,2567,45.0
67,Rigoberto Sanchez,IND,,,,,,,,,,,,,,,,,,88,5435,59,67.0%,61.8,57,2629,46.1
68,Donnie Jones,LAC,,,,,,,,,,,,,,,,,,,,,,,47,1990,42.3
69,Corey Bojorquez,BUF,,,,,,,,,,,,,,,,,,,,,,,45,2028,45.1
70,Dustin Colquitt,KAN,,,,,,,,,,,,,,,,,,1,60,,,60.0,45,2021,44.9
71,Thomas Morstead,NOR,,,,,,,,,,,,,,,,,,2,95,,,47.5,43,1996,46.4
72,Matt Darr,BUF,,,,,,,,,,,,,,,,,,,,,,,20,809,40.5
73,Marquette King,DEN,,,,,,,,,,,,,,,,,,,,,,,20,881,44.1
74,Colton Schmidt,BUF,,,,,,,,,,,,,,,,,,,,,,,16,676,42.3
75,Drew Kaser,LAC,,,,,,,,,,,,,,,,,,,,,,,13,629,48.4
76,Ben Roethlisberger,PIT,QB,,,,,,,,,,,,,,,,,,,,,,1,27,27.0
