,player,team,pos,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_perc,xpa,xpm,xp_perc,kickoff,kickoff_yds,kickoff_tb,kickoff_tb_pct,kickoff_yds_avg,punt,punt_yds,punt_yds_per_punt
12,Mike Nugent,CIN,,,,6,6,12,10,12,10,3,,33,26,78.8%,39,39,100.0%,81,5316,37,45.7%,65.6,,,
13,Matt Bryant,ATL,,,,10,10,4,4,8,8,10,7,32,29,90.6%,40,40,100.0%,,,,,,,,
14,Shaun Suisham,PIT,,,,13,12,6,6,10,10,3,1,32,29,90.6%,45,45,100.0%,89,5552,32,36.0%,62.4,,,
15,Phil Dawson,SFO,,,,6,6,9,8,7,5,9,6,31,25,80.6%,33,33,100.0%,73,4721,32,43.8%,64.7,,,
16,Adam Vinatieri,IND,,,,10,10,10,10,8,7,3,3,31,30,96.8%,50,50,100.0%,,,,,,,,
17,Cairo Santos,KAN,,1,1,10,10,6,5,11,8,2,1,30,25,83.3%,38,38,100.0%,80,5085,26,32.5%,63.6,,,
18,Greg Zuerlein,STL,,1,1,7,6,12,10,3,2,7,5,30,24,80.0%,35,34,97.1%,73,4862,38,52.1%,66.6,,,
19,Dan Bailey,DAL,,,,6,6,7,6,9,8,7,5,29,25,86.2%,56,56,100.0%,98,6175,52,53.1%,63.0,,,
20,Billy Cundiff,CLE,,,,6,6,13,10,7,5,3,1,29,22,75.9%,28,28,100.0%,63,4169,39,61.9%,66.2,,,
21,Kai Forbath,WAS,,,,11,11,7,6,8,7,1,,27,24,88.9%,32,31,96.9%,54,3309,18,33.3%,61.3,,,
22,Nick Novak,SDG,,1,1,6,6,9,8,6,4,4,3,26,22,84.6%,40,40,100.0%,78,4751,10,12.8%,60.9,6,240,40.0
23,Josh Brown,NYG,,1,1,7,6,9,9,5,4,4,4,26,24,92.3%,44,44,100.0%,82,5021,46,56.1%,61.2,,,
24,Matt Prater,2TM,,,,8,8,5,4,8,6,5,3,26,21,80.8%,21,21,100.0%,,,,,,,,
25,Josh Scobee,JAX,,,,3,3,8,7,9,7,6,3,26,20,76.9%,23,23,100.0%,63,3819,37,58.7%,60.6,,,
26,Patrick Murray,TAM,,,,3,2,8,7,7,6,6,5,24,20,83.3%,31,31,100.0%,,,,,,,,
27,Shayne Graham,NOR,,,,6,6,9,9,5,3,2,1,22,19,86.4%,47,46,97.9%,2,20,,,10.0,,,
28,Sebastian Janikowski,OAK,,,,2,2,6,5,9,9,5,3,22,19,86.4%,28,28,100.0%,61,3723,34,55.7%,61.0,,,
29,Ryan Succop,TEN,,,,5,5,7,7,8,5,2,2,22,19,86.4%,27,27,100.0%,63,3967,31,49.2%,63.0,,,
30,Connor Barth,DEN,,2,2,4,4,5,5,4,3,1,1,16,15,93.8%,15,15,100.0%,8,456,,,57.0,,,
31,Brandon McManus,DEN,,,,5,5,3,2,3,2,2,,13,9,69.2%,41,41,100.0%,91,5981,64,70.3%,65.7,,,
32,Robbie Gould,CHI,,,,4,4,3,2,4,3,1,,12,9,75.0%,29,28,96.6%,53,3179,21,39.6%,60.0,,,
33,Nate Freese,DET,,,,2,2,1,1,4,,,,7,3,42.9%,6,6,100.0%,,,,,,,,
34,Alex Henery,DET,,,,,,,,2,,3,1,5,1,20.0%,5,5,100.0%,,,,,,,,
35,Jay Feely,CHI,,,,1,1,1,1,2,1,,,4,3,75.0%,6,5,83.3%,14,580,3,21.4%,41.4,,,
36,Garrett Hartley,CLE,,,,,,2,2,1,1,,,3,3,100.0%,2,2,100.0%,2,123,,,61.5,,,
37,Marquette King,OAK,,,,,,,,,,,,,,,,,,,,,,,109,4930,45.2
38,Bryan Anger,JAX,,,,,,,,,,,,,,,,,,2,136,,,68.0,94,4464,47.5
39,Spencer Lanning,CLE,,,,,,,,,,,,,,,,,,6,387,1,16.7%,64.5,93,4119,44.3
40,Brett Kern,TEN,,,,,,,,,,,,,,,,,,2,119,,,59.5,88,4118,46.8
41,Colton Schmidt,BUF,,,,,,,,,,,,,,,,,,2,101,,,50.5,86,3692,42.9
42,Shane Lechler,HOU,,,,,,,,,,,,,,,,,,1,67,,,67.0,83,3845,46.3
43,Johnny Hekker,STL,,,,,,,,,,,,,,,,,,2,30,,,15.0,80,3721,46.5
44,Steve Weatherford,NYG,,,,,,,,,,,,,,,,,,,,,,,80,3640,45.5
45,Drew Butler,ARI,,,,,,,,,,,,,,,,,,,,,,,79,3328,42.1
46,Michael Koenen,TAM,,,,,,,,,,,,,,,,,,69,4429,31,44.9%,64.2,78,3154,40.4
47,Ryan Quigley,NYJ,,,,,,,,,,,,,,,,,,5,315,,,63.0,78,3580,45.9
48,Tress Way,WAS,,,,,,,,,,,,,,,,,,18,1174,9,50.0%,65.2,77,3659,47.5
49,Donnie Jones,PHI,,,,,,,,,,,,,,,,,,,,,,,76,3331,43.8
50,Jeff Locke,MIN,,,,,,,,,,,,,,,,,,1,50,,,50.0,75,3318,44.2
51,Kevin Huber,CIN,,,,,,,,,,,,,,,,,,,,,,,73,3419,46.8
52,Andy Lee,SFO,,,,,,,,,,,,,,,,,,,,,,,72,3369,46.8
53,Brad Nortman,CAR,,,,,,,,,,,,,,,,,,,,,,,72,3236,44.9
54,Dustin Colquitt,KAN,,,,,,,,,,,,,,,,,,1,71,,,71.0,71,3164,44.6
55,Pat O'Donnell,CHI,,,,,,,,,,,,,,,,,,1,65,1,100.0%,65.0,71,3107,43.8
56,Britton Colquitt,DEN,,,,,,,,,,,,,,,,,,,,,,,69,3048,44.2
57,Pat McAfee,IND,,,,,,,,,,,,,,,,,,99,6335,70,70.7%,64.0,69,3221,46.7
58,Sam Martin,DET,,,,,,,,,,,,,,,,,,75,4803,53,70.7%,64.0,68,3138,46.1
59,Matthew Bosher,ATL,,,,,,,,,,,,,,,,,,83,5172,46,55.4%,62.3,67,3063,45.7
60,Ryan Allen,NWE,,,,,,,,,,,,,,,,,,,,,,,66,3060,46.4
61,Jon Ryan,SEA,,,,,,,,,,,,,,,,,,1,79,,,79.0,61,2688,44.1
62,Brad Wing,PIT,,,,,,,,,,,,,,,,,,,,,,,61,2667,43.7
63,Sam Koch,BAL,,,,,,,,,,,,,,,,,,,,,,,60,2841,47.4
64,Brandon Fields,MIA,,,,,,,,,,,,,,,,,,,,,,,58,2688,46.3
65,Thomas Morstead,NOR,,,,,,,,,,,,,,,,,,79,5238,40,50.6%,66.3,58,2690,46.4
66,Chris Jones,DAL,,,,,,,,,,,,,,,,,,1,57,,,57.0,57,2586,45.4
67,Mike Scifres,SDG,,,,,,,,,,,,,,,,,,,,,,,55,2516,45.7
68,Tim Masthay,GNB,,,,,,,,,,,,,,,,,,2,119,,,59.5,49,2159,44.1
69,Mat McBriar,SDG,,,,,,,,,,,,,,,,,,,,,,,13,610,46.9
70,Dave Zastudil,ARI,,,,,,,,,,,,,,,,,,,,,,,11,487,44.3
