,player,team,pos,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_td_perc,pass_int,pass_int_perc,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_net_yds_per_att,pass_adj_net_yds_per_att,pass_sacked_perc,comebacks,gwd
36,Byron Leftwich,JAX,qb,108,183,59.0,1159,7,3.8,5,2.7,59,6.3,5.9,10.7,193.2,79.0,9,48,5.79,5.34,4.7,0,1
37,Drew Bledsoe,DAL,qb,90,169,53.3,1164,7,4.1,8,4.7,54,6.9,5.6,12.9,194.0,69.2,16,107,5.71,4.52,8.6,,
38,Kurt Warner,ARI,qb,108,168,64.3,1377,6,3.6,5,3.0,65,8.2,7.6,12.8,229.5,89.3,14,104,6.99,6.42,7.7,,
39,Seneca Wallace,SEA,,82,141,58.2,927,8,5.7,7,5.0,42,6.6,5.5,11.3,115.9,76.2,14,83,5.45,4.45,9.0,1,1
40,Jay Cutler,DEN,qb,81,137,59.1,1001,9,6.6,5,3.6,49,7.3,7.0,12.4,200.2,88.5,13,85,6.11,5.81,8.7,,
41,Daunte Culpepper,MIA,,81,134,60.4,929,2,1.5,3,2.2,44,6.9,6.2,11.5,232.3,77.0,21,150,5.03,4.41,13.5,0,1
42,Derek Anderson,CLE,,66,117,56.4,793,5,4.3,8,6.8,37,6.8,4.6,12.0,158.6,63.1,8,66,5.82,3.74,6.4,1,1
43,Chris Simms,TAM,,58,106,54.7,585,1,0.9,7,6.6,28,5.5,2.7,10.1,195.0,46.3,4,32,5.03,2.35,3.6,,
44,Tim Rattay,TAM,,61,101,60.4,748,4,4.0,2,2.0,25,7.4,7.3,12.3,187.0,88.2,4,18,6.95,6.86,3.8,,
45,Chris Weinke,CAR,,56,96,58.3,625,2,2.1,4,4.2,26,6.5,5.1,11.2,208.3,67.4,10,55,5.38,4.06,9.4,,
46,Kerry Collins,TEN,,42,90,46.7,549,1,1.1,6,6.7,26,6.1,3.3,13.1,137.3,42.3,4,23,5.60,2.94,4.3,,
47,Tarvaris Jackson,MIN,,47,81,58.0,475,2,2.5,4,4.9,19,5.9,4.1,10.1,118.8,62.5,8,37,4.92,3.35,9.0,,
48,Cleo Lemon,MIA,,38,68,55.9,412,2,2.9,1,1.5,23,6.1,6.0,10.8,103.0,77.6,5,24,5.32,5.25,6.8,,
49,Kyle Boller,BAL,,33,55,60.0,485,5,9.1,2,3.6,20,8.8,9.0,14.7,97.0,104.0,3,16,8.09,8.26,5.2,,
50,Charlie Batch,PIT,,31,53,58.5,492,5,9.4,0,0.0,22,9.3,11.2,15.9,61.5,121.0,3,13,8.55,10.34,5.4,1,1
51,Sage Rosenfels,HOU,,27,39,69.2,265,3,7.7,1,2.6,15,6.8,7.2,9.8,66.3,103.0,1,5,6.50,6.88,2.5,,
52,A.J. Feeley,PHI,,26,38,68.4,342,3,7.9,0,0.0,15,9.0,10.6,13.2,171.0,122.9,1,10,8.51,10.05,2.6,0,1
53,Brian Griese,CHI,,18,32,56.3,220,1,3.1,2,6.3,11,6.9,4.7,12.2,36.7,62.0,3,22,5.66,3.66,8.6,1,1
54,Matt Schaub,ATL,,18,27,66.7,208,1,3.7,2,7.4,9,7.7,5.1,11.6,13.0,71.2,2,8,6.90,4.48,6.9,,
55,Jamie Martin,NOR,,16,24,66.7,208,1,4.2,1,4.2,6,8.7,7.6,13.0,13.0,90.3,5,18,6.55,5.69,17.2,,
56,Quinn Gray,JAX,,13,22,59.1,166,0,0.0,0,0.0,8,7.5,7.5,12.8,83.0,82.8,1,11,6.74,6.74,4.3,,
57,Brooks Bollinger,MIN,,13,18,72.2,146,0,0.0,1,5.6,7,8.1,5.6,11.2,73.0,72.9,6,42,4.33,2.46,25.0,,
58,Aaron Rodgers,GNB,,6,15,40.0,46,0,0.0,0,0.0,2,3.1,3.1,7.7,23.0,48.2,3,18,1.56,1.56,16.7,,
59,Marques Tuiasosopo,OAK,,6,13,46.2,68,1,7.7,2,15.4,4,5.2,-0.2,11.3,34.0,48.4,0,0,5.23,-0.15,0.0,,
60,Brett Basanez,CAR,,6,11,54.5,56,0,0.0,1,9.1,4,5.1,1.0,9.3,56.0,30.9,0,0,5.09,1.00,0.0,,
61,Matt Cassel,NWE,,5,8,62.5,32,0,0.0,0,0.0,3,4.0,4.0,6.4,5.3,70.8,3,15,1.55,1.55,27.3,,
62,Brodie Croyle,KAN,,3,7,42.9,23,0,0.0,2,28.6,2,3.3,-9.6,7.7,11.5,11.9,1,10,1.63,-9.63,12.5,,
63,Gus Frerotte,STL,,1,3,33.3,27,0,0.0,0,0.0,1,9.0,9.0,27.0,27.0,67.4,0,0,9.00,9.00,0.0,,
64,Antwaan Randle El,WAS,WR,2,3,66.7,88,1,33.3,0,0.0,2,29.3,36.0,44.0,5.5,149.3,0,0,29.33,36.00,0.0,,
65,Vinny Testaverde,NWE,,2,3,66.7,29,1,33.3,0,0.0,2,9.7,16.3,14.5,9.7,137.5,0,0,9.67,16.33,0.0,,
66,LaDainian Tomlinson,SDG,RB,2,3,66.7,20,2,66.7,0,0.0,2,6.7,20.0,10.0,1.3,125.0,0,0,6.67,20.00,0.0,,
67,Anthony Wright,CIN,,3,3,100.0,31,0,0.0,0,0.0,2,10.3,10.3,10.3,7.8,109.7,0,0,10.33,10.33,0.0,,
68,Ronald Curry,OAK,,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,0,0,0.00,-22.50,0.0,,
69,Billy Volek,SDG,,1,2,50.0,4,0,0.0,0,0.0,0,2.0,2.0,4.0,4.0,56.2,1,6,-0.67,-0.67,33.3,,
70,David Akers,PHI,,1,1,100.0,11,0,0.0,0,0.0,0,11.0,11.0,11.0,0.7,112.5,0,0,11.00,11.00,0.0,,
71,Hank Baskett,PHI,wr,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
72,Arnaz Battle,SFO,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
73,Ronnie Brown,MIA,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
74,Isaac Bruce,STL,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
75,Reggie Bush,NOR,rb,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
76,Mark Clayton,BAL,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
77,Kellen Clemens,NYJ,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,4,27,-5.40,-5.40,80.0,,
78,Josh Cribbs,CLE,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
79,Ken Dorsey,CLE,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1,7,-3.50,-3.50,50.0,,
80,Lee Evans,BUF,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
81,Jeff Feagles,NYG,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
82,Ben Graham,NYJ,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
83,Carlyle Holiday,2TM,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
84,Joe Horn,NOR,WR,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
85,Keyshawn Johnson,CAR,WR,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
86,Larry Johnson,KAN,RB,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
87,Thomas Jones,CHI,RB,1,1,100.0,-4,0,0.0,0,0.0,0,-4.0,-4.0,-4.0,-0.3,79.2,1,1,-2.50,-2.50,50.0,,
88,Ryan Longwell,MIN,,1,1,100.0,16,1,100.0,0,0.0,1,16.0,36.0,16.0,1.0,158.3,0,0,16.00,36.00,0.0,,
89,Brad Maynard,CHI,,1,1,100.0,37,0,0.0,0,0.0,1,37.0,37.0,37.0,2.3,118.7,0,0,37.00,37.00,0.0,,
90,Mewelde Moore,MIN,,1,1,100.0,15,1,100.0,0,0.0,1,15.0,35.0,15.0,0.9,158.3,0,0,15.00,35.00,0.0,,
91,Brian Moorman,BUF,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
92,Jerious Norwood,ATL,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
93,Patrick Ramsey,NYJ,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
94,Michael Robinson,SFO,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
95,Jon Ryan,GNB,,1,1,100.0,16,0,0.0,0,0.0,1,16.0,16.0,16.0,1.0,118.7,0,0,16.00,16.00,0.0,,
96,Mike Scifres,SDG,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
97,Cedrick Wilson,PIT,WR,1,1,100.0,21,0,0.0,0,0.0,1,21.0,21.0,21.0,1.4,118.7,0,0,21.00,21.00,0.0,,
